Basin,Geounit,Country,Facility Name with Facility ID,Business Line,Model ID,Serial No,Calibration Frequency in Month,Date of Last Calibration Test,Calibration Compliance Indicator,Leak Test Frequency in Month,Date of Last Leak Test,Leak Test Compliance Indicator,Last Leak Test Result Recorded,Leak Test Result Compliance Indicator,Confirmation Inventory Frequency,Date of last confirmation inv test,Date of next confirmation inv test,Photo Inventory Frequency,Date of Last Photo Inv test,Date of Next Photo Inv test,Confirmation & Photo Compliance Indicator,Located,Physical Location,PAU / Countrol site
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,WCM,RSM-BABG,149009,12 Month,15-Jun-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,Receiving,Shop,ASIA-ING-RIJTLM
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,WCM,RSM-BABG,149138,12 Month,12-Apr-22,Critical,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,Receiving,Shop,ASIA-ING-RIJTLM
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,WCM,RSM-CDAC,295473,12 Month,1-Dec-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,RIJTLM - NGCS Storage,Shop,ASIA-ING-RIJTLM
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,WCM,RSM-CDAC,304533,12 Month,8-Jan-23,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,RIJTLM - NGCS Storage,Shop,ASIA-ING-RIJTLM
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,WCM,SFT-271,S1128,,(No Record),Non Compliance,6 Month,8-Mar-23,Compliance,14-Mar-23,Compliance,3Month,8-Mar-23,8-Jun-23,12Month,8-Mar-23,8-Mar-24,Compliance,RIJTLM - NGCS Storage,Shop,ASIA-ING-RIJTLM
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,WCM,SM-N-L12-4,141295,12 Month,20-May-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,,Shop,ASIA-ING-RIJTLM
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,WCM,SM-N-L12-4,231153,12 Month,20-May-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,,Shop,ASIA-ING-RIJTLM
ASIA-ASIA,ING,Indonesia,JOP - Elnusa Open Yard Cilandak - 2763,RPE,,PNG-AA|1179-52452,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,16-Feb-23,16-May-23,12Month,16-Feb-23,16-Feb-24,Compliance,SHOP,Shop,IDJKT-WLES
ASIA-ASIA,ING,Indonesia,JOP - Elnusa Open Yard Cilandak - 2763,RPE,,PNG-AA|1255-52457,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,17-Feb-23,17-May-23,12Month,17-Feb-23,17-Feb-24,Compliance,SHOP,Shop,IDJKT-WLES
ASIA-ASIA,ING,Indonesia,JOP - Elnusa Open Yard Cilandak - 2763,RPE,,PNG-AA|1270-52453,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,17-Feb-23,17-May-23,12Month,17-Feb-23,17-Feb-24,Compliance,SHOP,Shop,IDJKT-WLES
ASIA-ASIA,ING,Indonesia,JOP - Elnusa Open Yard Cilandak - 2763,RPE,,PNG-AA|1360-52420,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,17-Feb-23,17-May-23,12Month,17-Feb-23,17-Feb-24,Compliance,SHOP,Shop,IDJKT-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,GCJ001|027,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,27-Feb-23,27-May-23,12Month,6-May-22,6-May-23,Compliance,BPN_RAD_PIT,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,GCJ001|173,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,20-Feb-23,20-May-23,12Month,6-May-22,6-May-23,Compliance,BPN_RAD_PIT,Shop,IDBPN-WLES
