Basin,Geounit,Country,Facility Name with Facility ID,Business Line,Model ID,Serial No,Calibration Frequency in Month,Date of Last Calibration Test,Calibration Compliance Indicator,Leak Test Frequency in Month,Date of Last Leak Test,Leak Test Compliance Indicator,Last Leak Test Result Recorded,Leak Test Result Compliance Indicator,Confirmation Inventory Frequency,Date of last confirmation inv test,Date of next confirmation inv test,Photo Inventory Frequency,Date of Last Photo Inv test,Date of Next Photo Inv test,Confirmation & Photo Compliance Indicator,Located,Physical Location,PAU / Countrol site
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,NPV-CF|2415,,9-May-06,Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,8-Nov-05,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,BPN_RAD_PIT,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,NPV-CF|2452,,14-Jan-04,Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,16-Dec-10,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,BPN_RAD_PIT,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,NSR-F|1525,,3-Jan-97,Non Compliance,6 Month,26-Dec-22,Compliance,"26-Mar-2023
(Due by Date)",Non Compliance,3Month,7-Mar-23,7-Jun-23,12Month,26-Dec-22,26-Dec-23,Compliance,BPN_RAD_PIT,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,NSR-F|1666,,5-Oct-06,Non Compliance,12 Month,26-Oct-22,Compliance,19-Jan-23,Compliance,3Month,20-Jan-23,20-Apr-23,12Month,26-Apr-22,26-Apr-23,Action Needed,BPN_RAD_PIT,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,NSR-F|2379,,9-May-06,Non Compliance,6 Month,26-Dec-22,Compliance,"26-Mar-2023
(Due by Date)",Non Compliance,3Month,7-Mar-23,7-Jun-23,12Month,21-Jun-22,21-Jun-23,Compliance,BPN_RAD_PIT,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,NSR-F|2415,,15-Jul-06,Non Compliance,6 Month,25-Mar-23,Compliance,22-Dec-22,Action Needed,3Month,27-Mar-23,27-Jun-23,12Month,27-Mar-23,27-Mar-24,Compliance,BPN_RAD_PIT,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,NSR-F|2443,,21-Dec-13,Non Compliance,6 Month,26-Dec-22,Compliance,"26-Mar-2023
(Due by Date)",Non Compliance,3Month,7-Mar-23,7-Jun-23,12Month,26-Dec-22,26-Dec-23,Compliance,BPN_RAD_PIT,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,NSR-F|2452,,14-Jan-04,Non Compliance,12 Month,26-Dec-22,Compliance,"26-Mar-2023
(Due by Date)",Non Compliance,3Month,21-Mar-23,21-Jun-23,12Month,21-Jun-22,21-Jun-23,Compliance,BPN_RAD_PIT,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,NSR-F|2546,,30-Sep-14,Non Compliance,6 Month,25-Mar-23,Compliance,22-Dec-22,Action Needed,3Month,27-Mar-23,27-Jun-23,12Month,26-Sep-22,26-Sep-23,Compliance,BPN_RAD_PIT,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,NSR-F|2560,,15-May-14,Non Compliance,6 Month,26-Oct-22,Action Needed,19-Jan-23,Compliance,3Month,19-Jan-23,19-Apr-23,12Month,22-Apr-22,22-Apr-23,Action Needed,BPN_RAD_PIT,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,NSR-F|399,,13-May-97,Non Compliance,12 Month,26-Dec-22,Compliance,"26-Mar-2023
(Due by Date)",Non Compliance,3Month,7-Mar-23,7-Jun-23,12Month,26-Dec-22,26-Dec-23,Compliance,BPN_RAD_PIT,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,NSR-F|581,,(No Record),Non Compliance,6 Month,25-Mar-23,Compliance,22-Dec-22,Action Needed,3Month,25-Mar-23,25-Jun-23,12Month,25-Mar-22,25-Mar-23,Non Compliance,BPN_RAD_PIT,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,NSR-FC|G5288,,9-Sep-13,Non Compliance,6 Month,20-Feb-23,Compliance,14-Nov-22,Action Needed,3Month,20-Feb-23,20-May-23,12Month,21-Feb-23,21-Feb-24,Compliance,BPN_RAD_PIT,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,NSR-FC|G5323,,(No Record),Non Compliance,12 Month,20-Feb-23,Compliance,14-Nov-22,Action Needed,3Month,20-Feb-23,20-May-23,12Month,21-Feb-23,21-Feb-24,Compliance,Medco Tarakan,Job,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,NSR-GB|1301,,30-Sep-14,Non Compliance,6 Month,31-Jan-23,Compliance,7-Mar-23,Compliance,3Month,31-Jan-23,30-Apr-23,12Month,22-Apr-22,22-Apr-23,Action Needed,NU90_BALIKPAPAN,NU,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,NSR-GB|1323,,12-Oct-05,Non Compliance,6 Month,31-Jan-23,Compliance,7-Mar-23,Compliance,3Month,31-Jan-23,30-Apr-23,12Month,22-Apr-22,22-Apr-23,Action Needed,NU90_BALIKPAPAN,NU,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,NSR-GB|1381,,20-Jan-03,Non Compliance,6 Month,31-Jan-23,Compliance,7-Mar-23,Compliance,3Month,7-Mar-23,7-Jun-23,12Month,26-Dec-22,26-Dec-23,Compliance,NU90_BALIKPAPAN,NU,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,NSR-GB|1430,,9-May-06,Non Compliance,12 Month,31-Jan-23,Compliance,7-Mar-23,Compliance,3Month,31-Jan-23,30-Apr-23,12Month,19-Apr-22,19-Apr-23,Action Needed,BPN_RAD_PIT,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,NSR-GB|2452,,14-Jan-04,Non Compliance,6 Month,31-Jan-23,Compliance,7-Mar-23,Compliance,3Month,31-Jan-23,30-Apr-23,12Month,19-Apr-22,19-Apr-23,Action Needed,BPN_RA_PIT,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,NSR-GB|2536,,14-Jan-04,Non Compliance,6 Month,31-Jan-23,Compliance,7-Mar-23,Compliance,3Month,31-Jan-23,30-Apr-23,12Month,22-Apr-22,22-Apr-23,Action Needed,NU90_BALIKPAPAN,NU,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,NSR-GB|2544,,(No Record),Non Compliance,6 Month,31-Jan-23,Compliance,7-Mar-23,Compliance,3Month,31-Jan-23,30-Apr-23,12Month,19-Apr-22,19-Apr-23,Action Needed,BPN_RA_PIT,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,NSR-GB|3365,,14-Jan-04,Non Compliance,6 Month,31-Jan-23,Compliance,7-Mar-23,Compliance,3Month,31-Jan-23,30-Apr-23,12Month,19-Apr-22,19-Apr-23,Action Needed,NU90_BALIKPAPAN,NU,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,NSR-GB|3567,,9-May-06,Non Compliance,6 Month,31-Jan-23,Compliance,7-Mar-23,Compliance,3Month,31-Jan-23,30-Apr-23,12Month,26-Oct-22,26-Oct-23,Compliance,BPN_RA_PIT,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,NSR-GB|3627,,3-Jan-97,Non Compliance,6 Month,31-Jan-23,Compliance,7-Mar-23,Compliance,3Month,31-Jan-23,30-Apr-23,12Month,19-Apr-22,19-Apr-23,Action Needed,BPN_RA_PIT,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,NSR-GB|3680,,3-Jun-97,Non Compliance,6 Month,31-Jan-23,Compliance,7-Mar-23,Compliance,3Month,31-Jan-23,30-Apr-23,12Month,20-Feb-23,20-Feb-24,Compliance,NU90_BALIKPAPAN,NU,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,NSR-GB|4058,,3-Jan-97,Non Compliance,6 Month,31-Jan-23,Compliance,7-Mar-23,Compliance,3Month,7-Mar-23,7-Jun-23,12Month,26-Sep-22,26-Sep-23,Compliance,NU90_BALIKPAPAN,NU,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,NSR-GB|4063,,13-Aug-05,Non Compliance,6 Month,31-Jan-23,Compliance,7-Mar-23,Compliance,3Month,7-Mar-23,7-Jun-23,12Month,26-Sep-22,26-Sep-23,Compliance,BPN_RAD_PIT,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,PNG-AA|1044-50079,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,19-Jan-23,19-Apr-23,12Month,21-Jul-22,21-Jul-23,Action Needed,BPN_RAD_PIT,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,PNG-AA|1146-50289,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,20-Feb-23,20-May-23,12Month,20-Feb-23,20-Feb-24,Compliance,BPN_INCOMING,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,PNG-AA|1410-51441,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,20-Feb-23,20-May-23,12Month,24-Nov-22,24-Nov-23,Compliance,BPN_RAD_PIT,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,PNG-AA|1694-52080,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,23-Feb-23,23-May-23,12Month,31-Aug-22,31-Aug-23,Compliance,MUTIARA,Job,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,PNG-HB|3056-52082,,11-Sep-22,Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,24-Feb-23,24-May-23,12Month,31-Aug-22,31-Aug-23,Compliance,ELE1,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,SM|122769,12 Month,8-Dec-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,BALIKPAPAN,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,SM|122961,12 Month,27-Apr-22,Action Needed,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,BALIKPAPAN,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,SM|123215,12 Month,2-Mar-23,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,BALIKPAPAN,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,SM|123427,12 Month,2-Mar-23,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,BALIKPAPAN,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,SM|123429,12 Month,8-Dec-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,BALIKPAPAN,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,SM|134013,12 Month,27-Apr-22,Action Needed,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,BALIKPAPAN,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,SM|179782,12 Month,27-Apr-22,Action Needed,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,BALIKPAPAN,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,SM|183594,12 Month,8-Dec-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,BALIKPAPAN,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,SM|183622,12 Month,8-Dec-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,BALIKPAPAN,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,SM|183774,12 Month,2-Mar-23,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,BALIKPAPAN,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,SM|237615,12 Month,27-Apr-22,Action Needed,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,BALIKPAPAN,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,SM|289290,12 Month,8-Dec-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,BALIKPAPAN,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,SM|301044,12 Month,8-Dec-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,BALIKPAPAN,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,SM|304547,12 Month,8-Dec-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,BALIKPAPAN,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,SM|78328,12 Month,8-Dec-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,BALIKPAPAN,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,STB-A3916-CS-1|A5-161,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,27-Mar-23,27-Jun-23,,(No Record),(Not Applicable),Compliance,SHOP-GPS,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,STB-A3916-CS-1|C3-217,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,27-Mar-23,27-Jun-23,,(No Record),(Not Applicable),Compliance,SHOP-GPS,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,STB-A3916-CS-1|GG-027,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,27-Mar-23,27-Jun-23,,(No Record),(Not Applicable),Compliance,SHOP-GPS,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,STB-A3916-CS-1|H6-010,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,27-Mar-23,27-Jun-23,,(No Record),(Not Applicable),Compliance,SHOP-GPS,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,STB-A3916-CS-1|H6-011,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,27-Mar-23,27-Jun-23,,(No Record),(Not Applicable),Compliance,SHOP-GPS,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,STB-A3916-CS-1|NN-838,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,27-Mar-23,27-Jun-23,,(No Record),(Not Applicable),Compliance,SHOP-GPS,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,STB-A3916-CS-1|NN-840,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,27-Mar-23,27-Jun-23,,(No Record),(Not Applicable),Compliance,SHOP-GPS,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,STB-A3916-CS-1|NN-944,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,27-Mar-23,27-Jun-23,,(No Record),(Not Applicable),Compliance,SHOP-GPS,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,STB-A3916-CS-1|U5-122,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,27-Mar-23,27-Jun-23,,(No Record),(Not Applicable),Compliance,SHOP-GPS,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPE,,STB-A3916-CS-1|U5-123,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,27-Mar-23,27-Jun-23,,(No Record),(Not Applicable),Compliance,SHOP-GPS,Shop,IDBPN-WLES
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPI,VXBS-B|AM241,111.09,,(No Record),Non Compliance,36 Month,15-Jun-21,Compliance,21-Jul-21,Compliance,3Month,25-Dec-22,25-Mar-23,12Month,25-Dec-22,25-Dec-23,Non Compliance,KAT RA-PIT,Shop,IDBPN-TSW
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPI,VXBS-B|AM241,112.09,,(No Record),Non Compliance,36 Month,15-Jun-21,Compliance,21-Jul-21,Compliance,3Month,25-Dec-22,25-Mar-23,12Month,25-Dec-22,25-Dec-23,Non Compliance,KAT RA-PIT,Shop,IDBPN-TSW
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPI,VXBS-B|BA133,2.02,,(No Record),Non Compliance,36 Month,15-Jun-21,Compliance,21-Jul-21,Compliance,3Month,25-Dec-22,25-Mar-23,12Month,25-Dec-22,25-Dec-23,Non Compliance,KAT RA-PIT,Shop,IDBPN-TSW
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPI,VXBS-B|BA133,8.03,,(No Record),Non Compliance,36 Month,15-Jun-21,Compliance,21-Jul-21,Compliance,3Month,25-Dec-22,25-Mar-23,12Month,25-Dec-22,25-Dec-23,Non Compliance,KAT RA-PIT,Shop,IDBPN-TSW
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPS,TN5190B-S,B5359,,(No Record),Non Compliance,36 Month,28-Oct-20,Compliance,13-Nov-20,Compliance,3Month,5-Dec-22,5-Mar-23,12Month,24-Mar-22,24-Mar-23,Non Compliance,BPN RAD PIT,Shop,IDBP-FST
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPS,TN5190B-S,B7583,,(No Record),Non Compliance,36 Month,9-May-22,Compliance,23-Aug-22,Compliance,3Month,24-Feb-23,24-May-23,12Month,24-Mar-22,24-Mar-23,Non Compliance,BPN RAD PIT,Shop,IDBP-FST
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPS,TN5190B-S,B7672,,(No Record),Non Compliance,36 Month,9-May-22,Compliance,24-Aug-22,Compliance,3Month,24-Feb-23,24-May-23,12Month,21-Apr-22,21-Apr-23,Action Needed,Naga Biru,Job,IDBP-FST
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPS,TN5190B-S,B7770,,(No Record),Non Compliance,36 Month,9-May-22,Compliance,23-Aug-22,Compliance,3Month,24-Feb-23,24-May-23,12Month,21-Apr-22,21-Apr-23,Action Needed,BPN RAD PIT,Shop,IDBP-FST
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPS,TN5190B-S,B7807,,(No Record),Non Compliance,36 Month,11-Mar-20,Non Compliance,29-Mar-20,Compliance,3Month,13-Jan-23,13-Apr-23,12Month,21-Apr-22,21-Apr-23,Action Needed,BPN RAD PIT,Shop,IDBP-FST
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPS,TN5192B-NS,B6752,,(No Record),Non Compliance,36 Month,9-May-22,Compliance,22-Aug-22,Compliance,3Month,24-Feb-23,24-May-23,12Month,21-Apr-22,21-Apr-23,Action Needed,Naga Biru,Job,IDBP-FST
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPS,TN5192B-NS,B6895,,(No Record),Non Compliance,36 Month,28-Oct-20,Compliance,13-Nov-20,Compliance,3Month,5-Dec-22,5-Mar-23,12Month,24-Mar-22,24-Mar-23,Non Compliance,BPN RAD PIT,Shop,IDBP-FST
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPS,TN5192B-NS,B7235-5192,,(No Record),Non Compliance,36 Month,27-Sep-22,Compliance,27-Sep-22,Compliance,3Month,5-Dec-22,5-Mar-23,12Month,24-Mar-22,24-Mar-23,Non Compliance,BPN RAD PIT,Shop,IDBP-FST
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPS,TN5192B-NS,B7433,,(No Record),Non Compliance,36 Month,9-May-22,Compliance,23-Aug-22,Compliance,3Month,24-Feb-23,24-May-23,12Month,24-Mar-22,24-Mar-23,Non Compliance,BPN RAD PIT,Shop,IDBP-FST
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPS,TN5192B-NS,B7434,,(No Record),Non Compliance,36 Month,9-May-22,Compliance,23-Aug-22,Compliance,3Month,24-Feb-23,24-May-23,12Month,24-Mar-22,24-Mar-23,Non Compliance,BPN RAD PIT,Shop,IDBP-FST
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPS,TN5192B-NS,B7495,,(No Record),Non Compliance,36 Month,19-Mar-20,Non Compliance,29-Mar-20,Compliance,3Month,5-Dec-22,5-Mar-23,12Month,24-Mar-22,24-Mar-23,Non Compliance,BPN RAD PIT,Shop,IDBP-FST
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPS,TN5192B-NS,B7496,,(No Record),Non Compliance,36 Month,11-Mar-20,Non Compliance,29-Mar-20,Compliance,3Month,5-Dec-22,5-Mar-23,12Month,24-Mar-22,24-Mar-23,Non Compliance,3rd party Cal,CA,IDBP-FST
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-602-2174,Q5-122,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,9-May-22,(Not Applicable),,9-May-22,(Not Applicable),Not Applicable,,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-602-2174,Q5-125,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,14-Jul-22,(Not Applicable),,27-May-22,(Not Applicable),Not Applicable,,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-602-2174,S3-748,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,9-May-22,(Not Applicable),,20-Mar-22,(Not Applicable),Not Applicable,,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H343123,D4-436,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,6Month,24-Nov-22,24-May-23,12Month,24-Nov-22,24-Nov-23,Compliance,,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H343123,D6-294,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,6Month,24-Nov-22,24-May-23,12Month,24-Nov-22,24-Nov-23,Compliance,,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H343123,E2-935,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,6Month,24-Nov-22,24-May-23,12Month,24-Nov-22,24-Nov-23,Compliance,,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H343123,E2-941,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,6Month,24-Nov-22,24-May-23,12Month,24-Nov-22,24-Nov-23,Compliance,,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H343123,E6-766,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,6Month,24-Nov-22,24-May-23,12Month,24-Nov-22,24-Nov-23,Compliance,,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H343123,E6-768,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,6Month,24-Nov-22,24-May-23,12Month,24-Nov-22,24-Nov-23,Compliance,,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H343123,J5-173,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,6Month,22-Mar-23,22-Sep-23,12Month,22-Mar-23,22-Mar-24,Compliance,Receiving,Shop,ASIA-ING-RIBTLM
